trace_time,target_hostname,target_label,target_category,probe_id,probe_asn,probe_city,target_ip,target_asn,target_asn_name,target_country,dest_rtt_ms,total_hops,timeout_hops,asns_in_path,countries_in_path,dest_location,location_via,destination_responded,measurement_id
2026-06-10T10:30:14+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.722,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T10:45:05+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,23.0,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T11:00:02+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,23.19,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T11:15:11+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.827,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T11:30:06+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,23.155,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T11:45:06+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,23.192,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T12:00:09+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.856,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T12:15:02+00:00,pseb.org.pk,PSEB,government,60223,23674,Islamabad,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.71,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,178952631
2026-06-10T10:28:45+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T10:43:45+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T10:58:39+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T11:13:47+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T11:28:38+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T11:43:40+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T11:58:43+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
2026-06-10T12:13:46+00:00,ptcl.com.pk,PTCL,telecom,60223,23674,Islamabad,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,178952607
