measurement_id,probe_id,probe_asn,probe_city,target_label,target_category,target_hostname,target_ip,target_asn,target_asn_name,target_country,destination_responded,total_hops,timeout_hops,max_rtt_ms,asns_in_path,countries_in_path,timestamp
176988810,1015210,17557,Pakistan,ARY News,news,arynews.tv,172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,2,0,23.679,13335,US,2026-06-04T12:14:56.134182
176988811,1015210,17557,Pakistan,Dunya News,news,dunyanews.tv,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,2,0,85.417,9260,PK,2026-06-04T12:14:58.464539
176988812,1015210,17557,Pakistan,HamariWeb,news,hamariweb.com,104.20.40.53,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,2,0,89.043,13335,US,2026-06-04T12:14:59.867663
176988813,1015210,17557,Pakistan,Jang News,news,jang.com.pk,104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,2,0,24.652,13335,US,2026-06-04T12:15:01.596990
176988814,1015210,17557,Pakistan,The News,news,thenews.com.pk,104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,2,0,23.861,13335,US,2026-06-04T12:15:03.178479
176988815,1015210,17557,Pakistan,Express Tribune,news,express.com.pk,172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,2,0,102.924,13335,US,2026-06-04T12:15:04.995767
176988817,1015210,17557,Pakistan,Bol News,news,bolnews.com,104.26.10.66,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,2,0,21.319,13335,US,2026-06-04T12:15:06.432948
176988876,62224,38193,Pakistan,Dawn News,news,dawn.com,172.67.72.98,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,27.741,13335,US,2026-06-04T12:15:07.830770
176988881,62224,38193,Pakistan,Geo TV,news,geo.tv,104.16.218.243,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,26.854,13335,US,2026-06-04T12:15:09.434239
176988883,62224,38193,Pakistan,ARY News,news,arynews.tv,172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,26.701,13335,US,2026-06-04T12:15:10.900020
176988885,62224,38193,Pakistan,Dunya News,news,dunyanews.tv,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,3,5,7.451,9260,PK,2026-06-04T12:15:12.400467
176988889,62224,38193,Pakistan,HamariWeb,news,hamariweb.com,104.20.40.53,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,23.329,13335,US,2026-06-04T12:15:13.802235
176988891,62224,38193,Pakistan,Jang News,news,jang.com.pk,104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,23.762,13335,US,2026-06-04T12:15:15.464620
176988895,62224,38193,Pakistan,The News,news,thenews.com.pk,104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,22.896,13335,US,2026-06-04T12:15:17.106003
176988897,62224,38193,Pakistan,Express Tribune,news,express.com.pk,172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,100.153,13335,US,2026-06-04T12:15:18.506696
176988899,62224,38193,Pakistan,Bol News,news,bolnews.com,104.26.10.66,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,3,5,24.329,13335,US,2026-06-04T12:15:19.820231
176988942,60223,23674,Pakistan,Dawn News,news,dawn.com,172.67.72.98,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,281.384,23674 > 13335,PK > US,2026-06-04T12:15:21.002008
176988943,60223,23674,Pakistan,Geo TV,news,geo.tv,104.16.218.243,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,351.366,23674 > 13335,PK > US,2026-06-04T12:15:34.683459
176988945,60223,23674,Pakistan,ARY News,news,arynews.tv,172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,46.819,23674 > 13335,PK > US,2026-06-04T12:15:35.913866
176988947,60223,23674,Pakistan,Dunya News,news,dunyanews.tv,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,12,0,41.825,9260,PK,2026-06-04T12:15:37.125891
176988951,60223,23674,Pakistan,HamariWeb,news,hamariweb.com,104.20.40.53,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,220.519,23674 > 13335,PK > US,2026-06-04T12:15:42.875371
176988952,60223,23674,Pakistan,Jang News,news,jang.com.pk,104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,179.73,23674 > 13335,PK > US,2026-06-04T12:15:44.106046
176988957,60223,23674,Pakistan,The News,news,thenews.com.pk,104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,127.549,23674 > 13335,PK > US,2026-06-04T12:15:45.317941
176988959,60223,23674,Pakistan,Express Tribune,news,express.com.pk,172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,150.267,23674 > 13335,PK > US,2026-06-04T12:15:46.752659
176988963,60223,23674,Pakistan,Bol News,news,bolnews.com,104.26.10.66,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,8,0,114.564,23674 > 13335,PK > US,2026-06-04T12:15:48.071902
176989046,7613,152605,Pakistan,Dawn News,news,dawn.com,172.67.72.98,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,19.363,152605 > 38193 > 13335,PK > US,2026-06-04T12:15:49.370481
176989052,7613,152605,Pakistan,Geo TV,news,geo.tv,104.16.218.243,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,19.351,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:03.357668
176989064,7613,152605,Pakistan,ARY News,news,arynews.tv,172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,21.071,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:04.722391
176989079,7613,152605,Pakistan,Dunya News,news,dunyanews.tv,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,6,0,2.104,152605 > 38193 > 9260,PK,2026-06-04T12:16:10.560318
176989092,7613,152605,Pakistan,HamariWeb,news,hamariweb.com,104.20.40.53,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,21.468,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:11.991260
176989097,7613,152605,Pakistan,Jang News,news,jang.com.pk,104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,18.863,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:13.243978
176989107,7613,152605,Pakistan,The News,news,thenews.com.pk,104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,19.498,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:14.416125
176989115,7613,152605,Pakistan,Express Tribune,news,express.com.pk,172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,7,0,101.569,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:15.750183
176989122,7613,152605,Pakistan,Bol News,news,bolnews.com,104.26.10.66,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,6,0,21.004,152605 > 38193 > 13335,PK > US,2026-06-04T12:16:20.954381
