trace_id,trace_time,isp,target_hostname,target_ip,observed_path,bgp_paths_found,validation,partial_type
7178,2026-06-15T12:46:22+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7185,2026-06-15T12:55:35+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7191,2026-06-15T12:55:47+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
7198,2026-06-15T12:56:16+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7204,2026-06-15T12:56:55+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7205,2026-06-15T12:57:08+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7216,2026-06-15T12:58:33+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7228,2026-06-15T12:59:50+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7231,2026-06-15T13:00:00+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7236,2026-06-15T13:00:05+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7239,2026-06-15T13:00:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7248,2026-06-15T13:01:26+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7250,2026-06-15T13:01:27+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7255,2026-06-15T13:10:39+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7257,2026-06-15T13:10:41+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
7268,2026-06-15T13:11:19+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
7272,2026-06-15T13:11:47+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7275,2026-06-15T13:12:14+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7288,2026-06-15T13:13:42+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7300,2026-06-15T13:15:00+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7305,2026-06-15T13:15:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7307,2026-06-15T13:15:12+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7311,2026-06-15T13:15:15+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7319,2026-06-15T13:16:31+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7321,2026-06-15T13:16:33+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7323,2026-06-15T13:25:25+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7332,2026-06-15T13:25:52+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
7337,2026-06-15T13:26:17+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
7342,2026-06-15T13:26:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7346,2026-06-15T13:27:17+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7356,2026-06-15T13:28:33+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7369,2026-06-15T13:29:58+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7374,2026-06-15T13:30:06+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7377,2026-06-15T13:30:13+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7380,2026-06-15T13:30:17+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7388,2026-06-15T13:31:22+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7390,2026-06-15T13:31:30+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7394,2026-06-15T13:40:32+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7398,2026-06-15T13:40:42+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
7400,2026-06-15T13:40:45+00:00,ptcl,nadra.gov.pk,2.19.193.138,17557 > 2914 > 20940,335,partial,interesting
7406,2026-06-15T13:41:09+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
7413,2026-06-15T13:41:53+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7415,2026-06-15T13:42:12+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7427,2026-06-15T13:43:40+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7442,2026-06-15T13:45:01+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7443,2026-06-15T13:45:03+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7448,2026-06-15T13:45:09+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7450,2026-06-15T13:45:14+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7457,2026-06-15T13:46:20+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,332,partial,interesting
7458,2026-06-15T13:46:21+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7460,2026-06-15T13:46:32+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7463,2026-06-15T13:55:34+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7470,2026-06-15T13:55:51+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
7471,2026-06-15T13:55:52+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,332,partial,interesting
7474,2026-06-15T13:56:05+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
7484,2026-06-15T13:56:55+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7485,2026-06-15T13:57:08+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7496,2026-06-15T13:58:32+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7508,2026-06-15T13:59:49+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7512,2026-06-15T13:59:59+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7515,2026-06-15T14:00:06+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7522,2026-06-15T14:00:18+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7526,2026-06-15T14:01:15+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7528,2026-06-15T14:01:21+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7530,2026-06-15T14:01:28+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7534,2026-06-15T14:10:37+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7535,2026-06-15T14:10:40+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7543,2026-06-15T14:10:53+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7547,2026-06-15T14:11:12+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7553,2026-06-15T14:11:56+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7556,2026-06-15T14:12:14+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7566,2026-06-15T14:13:33+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7579,2026-06-15T14:14:54+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7585,2026-06-15T14:15:04+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7587,2026-06-15T14:15:05+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7588,2026-06-15T14:15:05+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7598,2026-06-15T14:16:22+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7599,2026-06-15T14:16:24+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7600,2026-06-15T14:16:31+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7603,2026-06-15T14:25:31+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7606,2026-06-15T14:25:41+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7609,2026-06-15T14:25:47+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7610,2026-06-15T14:25:47+00:00,ptcl,nadra.gov.pk,2.19.193.138,17557 > 2914 > 20940,335,partial,interesting
7618,2026-06-15T14:26:12+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7623,2026-06-15T14:26:56+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7626,2026-06-15T14:27:18+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7636,2026-06-15T14:28:32+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7648,2026-06-15T14:29:49+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7654,2026-06-15T14:30:04+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7656,2026-06-15T14:30:06+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7658,2026-06-15T14:30:16+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7667,2026-06-15T14:31:19+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7668,2026-06-15T14:31:22+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7670,2026-06-15T14:31:33+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7673,2026-06-15T14:40:31+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7679,2026-06-15T14:40:44+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7682,2026-06-15T14:40:53+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7687,2026-06-15T14:41:15+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7693,2026-06-15T14:41:56+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7695,2026-06-15T14:42:10+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7706,2026-06-15T14:43:30+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7720,2026-06-15T14:44:57+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7723,2026-06-15T14:45:06+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7726,2026-06-15T14:45:10+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7730,2026-06-15T14:45:14+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7736,2026-06-15T14:46:15+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7739,2026-06-15T14:46:24+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7740,2026-06-15T14:46:26+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7743,2026-06-15T14:55:27+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7748,2026-06-15T14:55:41+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7752,2026-06-15T14:55:49+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7755,2026-06-15T14:56:09+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7762,2026-06-15T14:56:45+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7765,2026-06-15T14:57:10+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7777,2026-06-15T14:58:39+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7791,2026-06-15T14:59:59+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7794,2026-06-15T15:00:07+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7798,2026-06-15T15:00:13+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7800,2026-06-15T15:00:13+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7806,2026-06-15T15:01:22+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7808,2026-06-15T15:01:24+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7811,2026-06-15T15:01:32+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7813,2026-06-15T15:10:34+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7818,2026-06-15T15:10:42+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7821,2026-06-15T15:10:45+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7825,2026-06-15T15:11:13+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7833,2026-06-15T15:11:52+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7835,2026-06-15T15:12:13+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7848,2026-06-15T15:13:37+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7858,2026-06-15T15:14:47+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7863,2026-06-15T15:15:03+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7865,2026-06-15T15:15:04+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7870,2026-06-15T15:15:10+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7876,2026-06-15T15:16:15+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7878,2026-06-15T15:16:22+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7880,2026-06-15T15:16:31+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7885,2026-06-15T15:25:38+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7888,2026-06-15T15:25:42+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7889,2026-06-15T15:25:44+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7897,2026-06-15T15:26:09+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7903,2026-06-15T15:26:56+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7906,2026-06-15T15:27:16+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7915,2026-06-15T15:28:30+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
7928,2026-06-15T15:29:57+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
7934,2026-06-15T15:30:05+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
7935,2026-06-15T15:30:06+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
7938,2026-06-15T15:30:10+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
7947,2026-06-15T15:31:20+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
7948,2026-06-15T15:31:22+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7949,2026-06-15T15:31:26+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
7955,2026-06-15T15:40:36+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
7958,2026-06-15T15:40:42+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
7962,2026-06-15T15:40:51+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
7968,2026-06-15T15:41:18+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
7972,2026-06-15T15:41:49+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
7976,2026-06-15T15:42:13+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
7987,2026-06-15T15:43:34+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
8000,2026-06-15T15:44:54+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
8004,2026-06-15T15:45:07+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
8005,2026-06-15T15:45:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
8009,2026-06-15T15:45:16+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
8018,2026-06-15T15:46:27+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8019,2026-06-15T15:46:27+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
8020,2026-06-15T15:46:30+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
8023,2026-06-15T15:55:30+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
8027,2026-06-15T15:55:41+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8028,2026-06-15T15:55:41+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
8037,2026-06-15T15:56:13+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
8042,2026-06-15T15:56:56+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
8045,2026-06-15T15:57:12+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
8056,2026-06-15T15:58:33+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
8070,2026-06-15T15:59:53+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
8074,2026-06-15T16:00:04+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
8076,2026-06-15T16:00:09+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
8078,2026-06-15T16:00:10+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
8086,2026-06-15T16:01:19+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
8089,2026-06-15T16:01:24+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
8090,2026-06-15T16:01:26+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8093,2026-06-15T16:10:29+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
8097,2026-06-15T16:10:40+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
8102,2026-06-15T16:10:52+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8106,2026-06-15T16:11:07+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
8113,2026-06-15T16:11:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
8115,2026-06-15T16:12:08+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
8127,2026-06-15T16:13:37+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
8139,2026-06-15T16:14:57+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
8146,2026-06-15T16:15:04+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
8147,2026-06-15T16:15:10+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
8151,2026-06-15T16:15:18+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
8157,2026-06-15T16:16:25+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8158,2026-06-15T16:16:27+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
8159,2026-06-15T16:16:27+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
8166,2026-06-15T16:25:37+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
8167,2026-06-15T16:25:40+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8169,2026-06-15T16:25:44+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
8178,2026-06-15T16:26:10+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
8183,2026-06-15T16:26:50+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
8185,2026-06-15T16:27:13+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
8198,2026-06-15T16:28:34+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,339,partial,interesting
8208,2026-06-15T16:29:55+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
8215,2026-06-15T16:30:09+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
8217,2026-06-15T16:30:13+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,339,partial,interesting
8222,2026-06-15T16:30:18+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
8226,2026-06-15T16:31:23+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
8228,2026-06-15T16:31:27+00:00,zcom,mcb.com.pk,192.124.249.159,152605 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8229,2026-06-15T16:31:29+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
8234,2026-06-15T16:40:35+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
8236,2026-06-15T16:40:41+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
8238,2026-06-15T16:40:43+00:00,nova,mcb.com.pk,192.124.249.159,6327 > 38193 > 6762 > 3257 > 30148,333,partial,interesting
8239,2026-06-15T16:40:44+00:00,ptcl,nadra.gov.pk,2.19.193.138,17557 > 2914 > 20940,335,partial,interesting
8248,2026-06-15T16:41:18+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
8252,2026-06-15T16:41:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
8255,2026-06-15T16:42:18+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
