ip,asn,asn_name,country_code,city,lat,lon
2.21.120.57,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.90,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.112,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.114,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.122,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.144,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.146,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.154,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.171,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.177,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.187,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.21.120.208,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",NL,Singapore,1.35208,103.82
2.25.25.11,47583,"AS-HOSTINGER - Hostinger International Limited, CY",LT,Vilnius,54.6872,25.2797
2.25.25.12,47583,"AS-HOSTINGER - Hostinger International Limited, CY",LT,Vilnius,54.6872,25.2797
2.57.91.235,47583,"AS-HOSTINGER - Hostinger International Limited, CY",CY,Vilnius,54.6872,25.2797
5.195.70.166,8966,"Etisalat-AS - EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC, AE",AE,Dubai,25.0734,55.2979
13.225.5.16,16509,"AMAZON-02 - Amazon.com, Inc., US",US,Mumbai,19.076,72.8777
13.248.155.102,16509,"AMAZON-02 - Amazon.com, Inc., US",US,Montreal,45.5019,-73.5674
14.192.150.180,45814,"FARIYA-PK - Fariya Networks Pvt. Ltd., PK",PK,Karachi,24.7929,66.9719
20.0.146.251,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,City of London,51.5113,-0.079212
23.227.38.32,13335,"CLOUDFLARENET - Cloudflare, Inc., US",CA,Ottawa,45.413,-75.7011
23.227.38.65,13335,"CLOUDFLARENET - Cloudflare, Inc., US",CA,Ottawa,45.413,-75.7011
27.50.36.190,6939,"HURRICANE - Hurricane Electric LLC, US",HK,Hong Kong,22.3193,114.169
27.111.228.4,,,,Sydney,-33.7991,150.7829
27.111.228.69,,,,Sydney,-33.7991,150.7829
27.111.228.81,,,,Sydney,-33.7991,150.7829
27.111.228.157,,,,Sydney,-33.7991,150.7829
27.111.228.159,,,,Sydney,-33.7991,150.7829
27.111.228.217,,,,Sydney,-33.7991,150.7829
27.111.230.102,,,,Sydney,-33.7991,150.7829
27.111.230.138,,,,Sydney,-33.7991,150.7829
27.111.230.181,,,,Sydney,-33.7991,150.7829
27.111.231.71,,,,Sydney,-33.7991,150.7829
27.111.231.83,,,,Sydney,-33.7991,150.7829
31.31.34.219,,,,Amsterdam,52.3676,4.90414
31.31.34.221,,,,Amsterdam,52.3676,4.90414
31.31.34.225,,,,Amsterdam,52.3676,4.90414
31.43.191.219,210848,"TK-NET - Telkom Internet LTD, SC",UA,Baku,40.4093,49.8671
31.44.186.184,41313,"NOVATEL-AS - _NOVATEL_ EOOD, BG",RU,Frankfurt am Main,50.1109,8.68213
35.213.139.195,15169,,US,Singapore,1.3048,103.8622
35.213.150.39,15169,,US,Singapore,1.3048,103.8622
35.214.26.191,15169,,US,London,51.5123,-0.0909
35.214.59.242,15169,,US,London,51.5123,-0.0909
36.37.76.115,4800,"LINTASARTA-AS-AP - PT Aplikanusa Lintasarta, ID",ID,Jakarta Pusat,-6.18559,106.823
36.37.76.143,4800,"LINTASARTA-AS-AP - PT Aplikanusa Lintasarta, ID",ID,Jakarta Pusat,-6.18559,106.823
38.104.90.162,174,"COGENT-174 - Cogent Communications, LLC, US",US,Miami,25.7701,-80.1928
38.104.91.50,174,"COGENT-174 - Cogent Communications, LLC, US",US,Miami,25.7701,-80.1928
38.122.117.162,174,"COGENT-174 - Cogent Communications, LLC, US",US,Secaucus,40.7908,-74.056
39.39.0.1,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Karachi,24.8591,66.9983
39.45.64.1,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Mianwali,32.5698,71.5307
45.249.11.241,135407,"TES-PL-AS-AP - Trans World Enterprise Services (Private) Limited, PK",PK,Lahore,31.5826,74.3276
45.249.11.249,135407,"TES-PL-AS-AP - Trans World Enterprise Services (Private) Limited, PK",PK,Lahore,31.5826,74.3276
50.97.17.48,36351,"SOFTLAYER - IBM Cloud, US",US,Dallas,32.7767,-96.797
50.97.19.191,,,,Armonk,41.1134,-73.7204
51.10.3.166,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Abu Dhabi,24.4539,54.3773
51.10.3.174,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Abu Dhabi,24.4539,54.3773
51.10.9.11,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.31,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.77,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.83,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.99,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.109,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.115,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.9.240,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.14.6,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.14.152,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.14.156,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.14.166,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.14.168,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.14.170,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.18.156,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.19.172,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.19.190,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.22.146,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.23.143,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.23.149,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.33.50,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.33.52,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.33.166,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.42.199,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.42.201,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.42.249,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.42.251,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.44.0,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Dubai,25.2048,55.2708
51.10.50.195,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Abu Dhabi,24.4539,54.3773
51.10.50.215,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Abu Dhabi,24.4539,54.3773
51.10.50.217,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,Abu Dhabi,24.4539,54.3773
51.10.55.18,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.55.22,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.55.228,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.10.55.230,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",GB,London,51.5072,-0.127586
51.89.192.109,16276,"OVH - OVH SAS, FR",FR,London,51.5081,-0.1278
54.36.50.230,16276,"OVH - OVH SAS, FR",FR,Roubaix,50.6924,3.20113
54.36.50.233,16276,"OVH - OVH SAS, FR",FR,Roubaix,50.6924,3.20113
57.128.234.88,16276,"OVH - OVH SAS, FR",FR,Warsaw,52.2372,21.0123
58.27.177.84,,,,Model Town,32.4926,74.6124
58.27.177.105,,,,Model Town,32.4926,74.6124
58.27.182.3,,,,Karachi,24.8607,67.0011
58.27.182.22,,,,Karachi,24.8607,67.0011
58.27.211.227,38264,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",PK,Lahore,31.5826,74.3276
58.27.213.107,38264,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",PK,Lahore,31.5826,74.3276
58.27.231.139,38264,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",PK,Lahore,31.5826,74.3276
58.27.241.186,38264,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",PK,Lahore,31.5826,74.3276
59.103.180.56,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Islamabad,33.6648,73.0419
59.103.181.90,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Karachi,24.8607,67.0011
59.103.225.21,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Islamabad,33.7233,73.0435
59.103.225.210,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Islamabad,33.7233,73.0435
62.115.118.59,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Paris,48.8578,2.38005
62.115.118.63,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Paris,48.8578,2.38005
62.115.120.239,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,City of London,51.4985,-0.0148113
62.115.120.240,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Amsterdam,52.3676,4.90414
62.115.122.138,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Paris,48.8566,2.35222
62.115.122.181,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,City of London,51.5121,-0.0005238
62.115.124.54,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Paris,48.8566,2.35222
62.115.124.56,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Paris,48.8566,2.35222
62.115.124.60,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.124.116,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.124.118,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.132.209,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.132.211,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.133.238,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,London,51.5072,-0.127586
62.115.136.145,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.136.229,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Amsterdam,52.3676,4.90414
62.115.137.137,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.29531,103.79
62.115.137.222,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Amsterdam,52.3676,4.90414
62.115.138.21,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.33672,103.894
62.115.138.117,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.138.171,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Amsterdam,52.3676,4.90414
62.115.138.235,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.139.1,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.33672,103.894
62.115.139.45,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.29531,103.79
62.115.139.204,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.29531,103.79
62.115.140.55,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.33672,103.894
62.115.140.71,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,City of London,51.5121,-0.0005238
62.115.141.187,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.29531,103.79
62.115.142.237,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Amsterdam,52.3676,4.90414
62.115.143.8,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.143.22,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.143.37,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.33672,103.894
62.115.165.16,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.184.9,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Miami,25.7617,-80.1918
62.115.185.49,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Miami,25.7617,-80.1918
62.115.199.23,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Paris,48.8566,2.35222
62.115.207.113,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.208.83,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Frankfurt am Main,50.1109,8.68213
62.115.211.211,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,City of London,51.5121,-0.0005238
62.115.211.213,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,City of London,51.5121,-0.0005238
64.31.25.146,46475,"LIMESTONENETWORKS - Limestone Networks, Inc., US",US,Miami,25.7701,-80.1928
64.113.50.169,53292,"MWAY - ManagedWay, US",US,Washington,38.9072,-77.0369
65.21.10.187,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Helsinki,60.1719,24.9347
65.21.171.138,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Helsinki,60.1719,24.9347
65.109.64.109,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Helsinki,60.1719,24.9347
65.109.88.147,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Helsinki,60.1719,24.9347
66.28.4.197,174,"COGENT-174 - Cogent Communications, LLC, US",US,Paris,48.8566,2.35222
66.29.148.121,22612,"NAMECHEAP-NET - Namecheap, Inc., US",US,Los Angeles,34.0356,-118.442
69.10.62.58,19318,"IS-AS-1 - Interserver, Inc, US",US,Secaucus,40.7862,-74.0743
69.164.243.227,19318,"IS-AS-1 - Interserver, Inc, US",US,New York,40.7128,-74.006
70.70.71.137,6327,"SHAW - Shaw Communications, CA",CA,Surrey,49.17,-122.7348
72.52.21.194,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",US,London,51.5072,-0.127586
72.52.25.142,32787,"PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK - Akamai Technologies, Inc., US",US,Cambridge,42.3649,-71.0888
72.52.92.162,6939,"HURRICANE - Hurricane Electric LLC, US",US,Halifax,44.6509,-63.5923
80.81.192.98,,,,Cologne,50.9485,6.90934
80.81.192.164,,,,Cologne,50.9485,6.90934
80.81.192.187,,,,Cologne,50.9485,6.90934
80.81.193.164,,,,Cologne,50.9485,6.90934
80.81.193.209,,,,Cologne,50.9485,6.90934
80.81.194.12,,,,Cologne,50.9485,6.90934
80.81.194.167,,,,Cologne,50.9485,6.90934
81.95.2.138,201011,"CORE-BACKBONE - Core-Backbone GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
87.230.115.9,20773,"GODADDY - Host Europe GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
87.230.126.3,20773,"GODADDY - Host Europe GmbH, DE",DE,Cologne,50.9359,6.93991
89.221.43.59,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,London,51.5072,-0.127586
91.121.215.119,16276,"OVH - OVH SAS, FR",FR,City of London,51.5164,-0.093
93.186.133.54,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Singapore,1.35208,103.82
98.98.230.81,4229,"ZEN-NET - Zenlayer Inc, US",US,Los Angeles,34.0544,-118.244
101.50.107.196,23674,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",PK,Islamabad,33.7233,73.0435
103.18.243.4,58893,"GESNET-AS-AP - Gemnet Enterprise Solutions Pvt Ltd, PK",PK,Islamabad,33.6996,73.0362
103.111.160.191,59323,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",PK,Lahore,31.538,74.2797
103.111.161.11,59323,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",PK,Lahore,31.538,74.2797
103.121.121.29,131275,"LBPL-AS-AP - Logon Broadband Pvt. Limited, PK",PK,Karachi,24.836,67.0337
