msm_id,target,probe_id,isp,sector,endtime,n_hops,trombone,exit_cc,handoff_isp,foreign_hop_index,as_path
189032884,careers635.com.pk,1015679,nova,Commercial Facilities,1783814455,13,False,,,,"[null, ""6327"", ""38193"", null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016036,cybernet,Commercial Facilities,1783814488,14,False,,,,"[null, ""9541"", null, null, null, null, null, ""9557"", null, null, null, null, null, null]"
189032884,careers635.com.pk,1016126,ptcl,Commercial Facilities,1783814455,13,False,,,,"[null, ""17557"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016143,cybernet,Commercial Facilities,1783814502,14,False,,,,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016393,ptcl,Commercial Facilities,1783814464,13,False,,,,"[null, ""17557"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,7613,zcom,Commercial Facilities,1783814496,13,False,,,,"[""152605"", ""38193"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64535,orbit,Commercial Facilities,1783814574,16,False,,,,"[null, null, ""151983"", null, null, null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64722,tes,Commercial Facilities,1783814561,11,False,,,,"[null, ""135407"", ""38193"", null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,65892,nayatel,Commercial Facilities,1783814560,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,60223,nayatel,Commercial Facilities,1783817940,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,62224,transworld,Commercial Facilities,1783817928,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64078,tes,Commercial Facilities,1783817925,12,False,,,,"[null, null, ""135407"", null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1014872,fasttel,Commercial Facilities,1783818055,12,False,,,,"[null, null, null, ""17557"", null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1015679,nova,Commercial Facilities,1783818053,13,False,,,,"[null, ""6327"", ""38193"", null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016036,cybernet,Commercial Facilities,1783818089,14,False,,,,"[null, ""9541"", null, null, null, null, null, ""9557"", null, null, null, null, null, null]"
189032884,careers635.com.pk,1016126,ptcl,Commercial Facilities,1783818043,13,False,,,,"[null, ""17557"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016143,cybernet,Commercial Facilities,1783818093,14,False,,,,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016393,ptcl,Commercial Facilities,1783818060,13,False,,,,"[null, ""17557"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,7613,zcom,Commercial Facilities,1783818100,13,False,,,,"[""152605"", ""38193"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64535,orbit,Commercial Facilities,1783818183,16,False,,,,"[null, null, ""151983"", null, null, null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64722,tes,Commercial Facilities,1783818173,11,False,,,,"[null, ""135407"", ""38193"", null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,65892,nayatel,Commercial Facilities,1783818158,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,60223,nayatel,Commercial Facilities,1783821531,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,62224,transworld,Commercial Facilities,1783821474,4,False,,,,"[null, null, null, ""17557""]"
189032884,careers635.com.pk,64078,tes,Commercial Facilities,1783821538,12,False,,,,"[null, null, ""135407"", null, null, null, null, null, null, null, null, null]"
