msm_id,target,probe_id,dest_rtt,gap,trombone,p05,p95,evidence_supported,final_verdict
189032884,careers635.com.pk,64535,43.337,True,False,,,False,False
189032884,careers635.com.pk,64722,3.474,False,False,,,False,False
189032884,careers635.com.pk,65892,3.391,False,False,,,False,False
189032884,careers635.com.pk,60223,3.013,False,False,,,False,False
189032884,careers635.com.pk,62224,1006.949,True,False,,,False,False
189032884,careers635.com.pk,64078,24.627,False,False,,,False,False
189032884,careers635.com.pk,1014872,11.086,False,False,,,False,False
189032884,careers635.com.pk,1015679,49.44,False,False,,,False,False
189032884,careers635.com.pk,1016036,190.043,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.386,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.504,True,False,,,False,False
189032884,careers635.com.pk,1016393,33.685,False,False,,,False,False
189032884,careers635.com.pk,7613,22.201,False,False,,,False,False
189032884,careers635.com.pk,64535,43.322,True,False,,,False,False
189032884,careers635.com.pk,64722,4.151,False,False,,,False,False
189032884,careers635.com.pk,65892,3.075,False,False,,,False,False
189032884,careers635.com.pk,60223,2.984,False,False,,,False,False
189032884,careers635.com.pk,62224,1000.647,True,False,,,False,False
189032884,careers635.com.pk,64078,22.974,False,False,,,False,False
189032884,careers635.com.pk,1014872,9.847,False,False,,,False,False
189032884,careers635.com.pk,1015679,46.486,True,False,,,False,False
189032884,careers635.com.pk,1016036,189.611,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.51,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.348,True,False,,,False,False
189032884,careers635.com.pk,7613,22.025,True,False,,,False,False
189032884,careers635.com.pk,64535,43.58,True,False,,,False,False
189032884,careers635.com.pk,64722,4.101,False,False,,,False,False
189032884,careers635.com.pk,65892,3.588,False,False,,,False,False
189032884,careers635.com.pk,60223,2.871,False,False,,,False,False
189032884,careers635.com.pk,62224,1006.977,True,False,,,False,False
189032884,careers635.com.pk,64078,23.874,False,False,,,False,False
189032884,careers635.com.pk,1014872,5.741,False,False,,,False,False
189032884,careers635.com.pk,1015679,61.093,False,False,,,False,False
189032884,careers635.com.pk,1016036,189.453,False,False,,,False,False
189032884,careers635.com.pk,1016126,48.853,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.621,True,False,,,False,False
189032884,careers635.com.pk,7613,22.072,False,False,,,False,False
189032884,careers635.com.pk,64535,43.25,True,False,,,False,False
189032884,careers635.com.pk,64722,4.045,False,False,,,False,False
189032884,careers635.com.pk,65892,3.651,False,False,,,False,False
189032884,careers635.com.pk,60223,2.806,False,False,,,False,False
189032884,careers635.com.pk,62224,1006.388,True,False,,,False,False
189032884,careers635.com.pk,64078,24.121,False,False,,,False,False
189032884,careers635.com.pk,1014872,11.28,False,False,,,False,False
189032884,careers635.com.pk,1015679,21.925,False,False,,,False,False
189032884,careers635.com.pk,1016036,189.722,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.183,True,False,,,False,False
189032884,careers635.com.pk,1016143,23.894,True,False,,,False,False
189032884,careers635.com.pk,7613,22.035,False,False,,,False,False
189032884,careers635.com.pk,64535,43.319,True,False,,,False,False
189032884,careers635.com.pk,64722,4.126,False,False,,,False,False
189032884,careers635.com.pk,65892,3.608,False,False,,,False,False
189032884,careers635.com.pk,60223,2.953,False,False,,,False,False
189032884,careers635.com.pk,62224,1005.574,True,False,,,False,False
189032884,careers635.com.pk,64078,24.519,False,False,,,False,False
189032884,careers635.com.pk,1014872,9.682,False,False,,,False,False
189032884,careers635.com.pk,1015679,23.582,False,False,,,False,False
189032884,careers635.com.pk,1016036,188.954,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.546,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.554,True,False,,,False,False
189032884,careers635.com.pk,7613,23.656,False,False,,,False,False
189032884,careers635.com.pk,64535,43.477,False,False,,,False,False
189032884,careers635.com.pk,64722,4.074,False,False,,,False,False
189032884,careers635.com.pk,65892,3.308,False,False,,,False,False
189032884,careers635.com.pk,60223,3.163,False,False,,,False,False
189032884,careers635.com.pk,62224,1002.366,True,False,,,False,False
189032884,careers635.com.pk,64078,24.175,False,False,,,False,False
189032884,careers635.com.pk,1014872,10.398,False,False,,,False,False
189032884,careers635.com.pk,1015679,23.678,False,False,,,False,False
189032884,careers635.com.pk,1016036,189.046,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.361,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.306,True,False,,,False,False
189032884,careers635.com.pk,7613,23.779,False,False,,,False,False
189032884,careers635.com.pk,64535,42.781,True,False,,,False,False
189032884,careers635.com.pk,64722,3.871,False,False,,,False,False
189032884,careers635.com.pk,65892,3.345,False,False,,,False,False
189032884,careers635.com.pk,60223,3.247,False,False,,,False,False
