domain,ip,asn,country,as_name,hosting_location
techmatched.pk,172.67.137.46,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
teleanswertoday.pk,216.198.79.1,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
testmaker.pk,95.217.34.150,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
tevta.gop.pk,202.142.172.236,9260,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",Local
textilehouse.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tftheft.pk,163.61.25.3,153561,PK,"PITC1-AS-AP - PITC, PK",Local
tgmstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
thefabricstore.pk,23.227.38.74,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
theproteinfactory.pk,172.67.167.158,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tifl.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tomiwatches.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
toynix.pk,104.21.52.13,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
toysinpakistan.pk,187.124.245.33,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
tplpower.pk,182.180.170.186,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
trafficsigntest.com.pk,2.59.156.247,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
traintracking.pk,72.61.235.15,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
trax.pk,119.160.105.78,58470,PK,"Mobilink-Peering-AS-PK - IX Peering for Mobilink and Link Direct International., PK",Local
trego.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
trueclean.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
turbolight.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tutoria.pk,192.81.216.156,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
tyrepoint.pk,104.16.151.108,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ubas.edu.pk,162.159.135.42,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ucs.edu.pk,162.159.135.42,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
udhaar.pk,18.142.175.190,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
ukfashions.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ullu.com.pk,185.66.140.186,200514,HR,"KnownSRV - KnownSRV Ltd., GB",Abroad
unique.edu.pk,92.204.70.7,21499,DE,"GODADDY-SXB - Host Europe GmbH, DE",Abroad
unitedmotorcycle.com.pk,162.254.34.24,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
upr.edu.pk,162.241.24.182,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
urbanseller.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
urdunovelsghar.pk,172.67.204.43,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
vapebar.pk,66.235.200.145,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
vapemall.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
vidmateapp.com.pk,104.21.65.101,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
visahq.pk,34.233.200.138,14618,US,"AMAZON-AES - Amazon.com, Inc., US",Abroad
wasalhr.pk,116.58.43.34,17563,PK,"NEXLINX-AS-AP - Autonomous System Number for Nexlinx, PK",Local
wc777.com.pk,198.187.31.203,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
westpoint.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
winrupeesapp.pk,172.67.139.209,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
winstore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
worldlinkisp.pk,110.39.10.226,38264,PK,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",Local
wowbags.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
wpdgb.gov.pk,64.31.43.58,46475,US,"LIMESTONENETWORKS - Limestone Networks, Inc., US",Abroad
x-777.com.pk,159.198.33.180,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
x111gameapp.pk,198.54.120.127,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
xmed.pk,54.39.161.51,16276,CA,"OVH - OVH SAS, FR",Abroad
xoxostore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
y888.com.pk,45.14.224.244,62068,NL,"SpectraIP - SpectraIP B.V., NL",Abroad
y888games.pk,141.95.97.70,16276,FR,"OVH - OVH SAS, FR",Abroad
y999.pk,66.29.148.6,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
y999gameapp.pk,66.29.146.21,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
yacinetvs.com.pk,172.67.207.104,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
yadea.com.pk,65.21.214.225,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
yards.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
yourmart.pk,103.138.189.5,204800,GB,"WHG-SGP - WHG Hosting Services Ltd, GB",Abroad
yumi.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
yumtreats.pk,23.227.38.73,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zaha.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zahrastores.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zamaschool.pk,44.218.184.31,14618,US,"AMAZON-AES - Amazon.com, Inc., US",Abroad
zc777.org.pk,104.21.70.54,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zed.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zh888.com.pk,54.39.103.98,16276,CA,"OVH - OVH SAS, FR",Abroad
zing.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zs-999.com.pk,139.99.236.209,16276,CA,"OVH - OVH SAS, FR",Abroad
zubi.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zueb.edu.pk,104.21.19.183,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
suchtv.pk,104.21.11.234,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
uom.edu.pk,104.21.54.11,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ultimate-solution.com.pk,144.91.85.71,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
ijc.com.pk,108.167.165.59,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
google.pk,192.178.174.94,15169,US,"GOOGLE - Google LLC, US",Abroad
petpoint.pk,153.92.10.75,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
konfor.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
curl.pk,104.21.18.49,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
branches.pk,192.185.77.154,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
hostpro.com.pk,192.250.235.30,204800,GB,"WHG-SGP - WHG Hosting Services Ltd, GB",Abroad
khasmart.pk,84.32.84.1,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
cheaphosting.pk,178.104.126.221,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
pgf.com.pk,169.60.152.50,36351,US,"SOFTLAYER - IBM Cloud, US",Abroad
homecarebylch.pk,88.222.222.221,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
multipec.com.pk,69.10.62.58,19318,US,"IS-AS-1 - Interserver, Inc, US",Abroad
3dm.com.pk,91.108.100.248,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
pakhome.com.pk,198.251.89.30,53667,US,"PONYNET - FranTech Solutions, US",Abroad
rihs.edu.pk,210.2.169.242,23966,PK,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",Local
onlinebookshop.pk,104.21.11.30,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
darazmart.pk,104.21.20.178,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tjmart.pk,151.106.115.102,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
gunsandarmor.pk,147.93.92.131,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
nuinternet.com.pk,51.89.40.116,16276,FR,"OVH - OVH SAS, FR",Abroad
armored.com.pk,178.159.0.22,42831,GB,"UKSERVERS-AS - UK Dedicated Servers Limited, GB",Abroad
nipponpaint.com.pk,192.124.249.182,30148,US,"SUCURI-SEC - Sucuri, US",Abroad
hostinger.pk,172.64.153.94,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kppra.gov.pk,175.107.63.187,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
moitt.gov.pk,203.101.184.86,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
paramountbooks.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lori.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
epro.pk,76.13.178.134,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
besharam.pk,179.61.189.98,47583,AE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
saamaan.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
smiu.edu.pk,192.254.232.36,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
kalee.pk,84.32.84.118,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
whatmobiles.net.pk,104.21.6.254,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
becutecosmetics.pk,104.21.31.79,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
techlogic.com.pk,109.123.244.218,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
inu.edu.pk,179.61.189.64,47583,AE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
aminaismail.pk,2.57.91.122,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
littlepanda.pk,84.32.84.147,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
homify.pk,108.131.184.126,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
aneela.pk,54.254.135.67,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
solartrade.pk,192.250.235.77,204800,GB,"WHG-SGP - WHG Hosting Services Ltd, GB",Abroad
royalelectric.pk,64.31.40.162,46475,US,"LIMESTONENETWORKS - Limestone Networks, Inc., US",Abroad
emaila.pk,161.97.69.209,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
pakistancode.gov.pk,175.107.60.206,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
city21.pk,16.0.0.4,NA,US,NA,Abroad
index.net.pk,151.246.1.153,59253,AE,"LEASEWEB-APAC-SIN-11 - LEASEWEB SINGAPORE PTE. LTD., SG",Abroad
businesstrends.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
wenews.pk,172.67.73.61,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dwatsoncosmetics.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
darlink.pk,88.222.222.152,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
primaxtech.pk,194.163.138.157,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
digitalsystems.com.pk,159.69.228.160,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
pspo.org.pk,68.66.200.212,55293,US,"A2HOSTING - A2 Hosting, Inc., US",Abroad
beaconhouse.edu.pk,162.159.134.42,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
eminent.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
globalconnectsynergy.com.pk,103.125.240.7,138453,PK,"GCSPVTLTD-AS-AP - GCS (Private) Limited, PK",Local
pakistanjobs.pk,104.21.90.144,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mcdonalds.com.pk,54.251.195.236,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
crowngroup.com.pk,172.67.184.191,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
thecurrent.pk,104.21.93.204,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
glowrify.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
reap.org.pk,172.67.215.134,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
muslimaid.org.pk,2.57.91.0,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
govtpkjob.pk,104.21.41.186,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
leyjao.pk,147.93.31.137,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
jblink.pk,93.123.72.29,206264,SC,"AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC",Abroad
uo.edu.pk,76.76.21.21,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
braintel.net.pk,203.128.25.10,17911,PK,"BRAINPK-AS-AP - Brain Telecommunication Ltd., PK",Local
its.com.pk,104.26.4.119,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
watchprice.com.pk,103.229.81.58,214036,NL,"ULTAHOST-AS - Ultahost, Inc., US",Abroad
esahulatmart.pk,92.113.19.92,47583,UA,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
pct.edu.pk,172.67.136.8,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
issi.org.pk,104.21.66.181,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
digikhata.pk,104.26.3.35,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
abdulwaheed.pk,216.158.234.18,19318,US,"IS-AS-1 - Interserver, Inc, US",Abroad
banksnews.pk,147.93.109.77,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
pjms.org.pk,188.40.219.170,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
startuppakistan.com.pk,104.21.0.214,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
dailyqudrat.pk,160.153.0.224,209242,US,"CLOUDFLARESPECTRUM - Cloudflare London, LLC, US",CDN
selfskincare.pk,2.57.91.45,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
wbm.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
winnet.com.pk,185.151.30.147,48254,GB,"TWENTYI - 20i Limited, GB",Abroad
pac.org.pk,175.107.33.66,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
hdcctv.pk,157.173.214.146,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
qne.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
testinstruments.pk,172.67.208.51,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rcstsi.pk,104.21.27.100,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pakalljob.pk,104.21.25.83,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
zamaka.com.pk,172.67.215.8,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
binsultaan.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
superhealth.com.pk,104.21.88.17,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fgeha.gov.pk,203.101.184.78,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
beef.org.pk,91.239.146.134,NA,AU,NA,Abroad
mofept.gov.pk,203.101.184.89,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
vapestation.pk,82.180.165.234,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
translation.pk,172.67.198.167,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
punjablaws.gov.pk,103.226.217.162,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
opf.org.pk,172.67.69.28,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
5050.pk,132.148.181.159,398101,US,"GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
dgcs.gos.pk,103.111.161.11,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
caseon.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
extremesportswear.com.pk,162.0.229.132,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
