trace_id,trace_time,probe_id,site_id,probe_asn_measured,target_ip,target_asn,target_asn_name,target_country,dest_rtt_ms,total_hops,timeout_hops,asns_in_path,countries_in_path,dest_location,location_via,destination_responded,measurement_id
1833,2026-06-12T04:17:10+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1834,2026-06-12T04:17:52+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
1835,2026-06-12T04:18:00+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1836,2026-06-12T04:18:05+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.886,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
1837,2026-06-12T04:18:29+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.545,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1838,2026-06-12T04:18:58+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,7.355,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1839,2026-06-12T04:19:09+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,40.623,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1840,2026-06-12T04:19:10+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,39.091,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1841,2026-06-12T04:19:12+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.518,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1842,2026-06-12T04:19:40+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,202.911,3,5,19551,US,,,True,179311289
1843,2026-06-12T04:19:43+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,126.561,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
1844,2026-06-12T04:19:43+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.53,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1845,2026-06-12T04:20:49+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,35.899,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1846,2026-06-12T04:29:27+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1847,2026-06-12T04:29:32+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.697,12,2,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1848,2026-06-12T04:30:50+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.682,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1849,2026-06-12T04:31:05+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.382,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1850,2026-06-12T04:31:06+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.685,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
1851,2026-06-12T04:31:06+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,136.498,3,5,30148,US,,,True,179311300
1852,2026-06-12T04:31:58+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.885,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1853,2026-06-12T04:32:06+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1854,2026-06-12T04:33:00+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
1855,2026-06-12T04:33:04+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.739,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
1856,2026-06-12T04:33:06+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1857,2026-06-12T04:33:42+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.576,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1858,2026-06-12T04:34:06+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.66,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1859,2026-06-12T04:34:06+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,40.378,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1860,2026-06-12T04:34:08+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,13.143,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1861,2026-06-12T04:34:09+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,38.985,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1862,2026-06-12T04:34:30+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.467,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1863,2026-06-12T04:34:35+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,126.759,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
1864,2026-06-12T04:34:36+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.606,3,5,19551,US,,,True,179311289
1865,2026-06-12T04:44:29+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1866,2026-06-12T04:44:31+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.104,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1867,2026-06-12T04:45:54+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.829,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1868,2026-06-12T04:46:02+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.079,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1869,2026-06-12T04:46:06+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.605,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
1870,2026-06-12T04:46:16+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.2,3,5,30148,US,,,True,179311300
1871,2026-06-12T04:46:55+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.855,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1872,2026-06-12T04:47:11+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1873,2026-06-12T04:47:54+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
1874,2026-06-12T04:48:04+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1875,2026-06-12T04:48:07+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.53,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
1876,2026-06-12T04:48:42+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.518,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1877,2026-06-12T04:49:01+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,6.36,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1878,2026-06-12T04:49:05+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.652,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1879,2026-06-12T04:49:08+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,38.911,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1880,2026-06-12T04:49:16+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.36,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1881,2026-06-12T04:49:39+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,126.569,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
1882,2026-06-12T04:49:41+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.716,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1883,2026-06-12T04:49:43+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,202.214,3,5,19551,US,,,True,179311289
1884,2026-06-12T04:50:53+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,35.894,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1885,2026-06-12T04:59:24+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1886,2026-06-12T04:59:28+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.15,12,2,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1887,2026-06-12T05:00:58+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.731,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1888,2026-06-12T05:00:58+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.251,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1889,2026-06-12T05:01:06+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.126,3,5,30148,US,,,True,179311300
1890,2026-06-12T05:01:12+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.711,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
1891,2026-06-12T05:01:54+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.961,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1892,2026-06-12T05:02:04+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1893,2026-06-12T05:02:55+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1894,2026-06-12T05:02:59+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
1895,2026-06-12T05:03:09+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.245,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
1896,2026-06-12T05:03:34+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.63,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1897,2026-06-12T05:03:58+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,7.573,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1898,2026-06-12T05:04:04+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.105,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1899,2026-06-12T05:04:05+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.597,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1900,2026-06-12T05:04:09+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,39.317,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1901,2026-06-12T05:04:30+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.897,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1902,2026-06-12T05:04:36+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,126.567,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
1903,2026-06-12T05:04:36+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,203.543,3,5,19551,US,,,True,179311289
1904,2026-06-12T05:05:50+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,36.297,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1905,2026-06-12T05:14:21+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1906,2026-06-12T05:14:26+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.254,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1907,2026-06-12T05:15:59+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.741,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1908,2026-06-12T05:15:59+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.507,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1909,2026-06-12T05:16:06+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.118,3,5,30148,US,,,True,179311300
1910,2026-06-12T05:16:10+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.627,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
1911,2026-06-12T05:16:55+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.883,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1912,2026-06-12T05:17:08+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1913,2026-06-12T05:18:01+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1914,2026-06-12T05:18:04+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
1915,2026-06-12T05:18:10+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.392,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
1916,2026-06-12T05:18:29+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.53,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1917,2026-06-12T05:19:04+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,39.489,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1918,2026-06-12T05:19:04+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,40.616,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1919,2026-06-12T05:19:06+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,7.618,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1920,2026-06-12T05:19:15+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.937,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1921,2026-06-12T05:19:35+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,126.698,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
1922,2026-06-12T05:19:35+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,203.64,3,5,19551,US,,,True,179311289
1923,2026-06-12T05:19:36+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.802,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1924,2026-06-12T05:20:55+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,36.453,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1925,2026-06-12T05:29:33+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1926,2026-06-12T05:29:38+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.419,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1927,2026-06-12T05:31:00+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,47.462,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1928,2026-06-12T05:31:10+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.567,3,5,30148,US,,,True,179311300
1929,2026-06-12T05:31:11+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,25.653,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1930,2026-06-12T05:31:13+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.774,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
1931,2026-06-12T05:31:45+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,204.568,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1932,2026-06-12T05:32:18+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1933,2026-06-12T05:32:53+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
1934,2026-06-12T05:33:02+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1935,2026-06-12T05:33:02+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,138.616,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
1936,2026-06-12T05:33:37+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.597,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1937,2026-06-12T05:34:00+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,9.341,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1938,2026-06-12T05:34:03+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,43.319,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1939,2026-06-12T05:34:09+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,23.934,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1940,2026-06-12T05:34:15+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.417,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1941,2026-06-12T05:34:33+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,204.177,3,5,19551,US,,,True,179311289
1942,2026-06-12T05:34:40+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,200.927,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1943,2026-06-12T05:34:46+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,129.541,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
1944,2026-06-12T05:35:45+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.275,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1945,2026-06-12T05:44:29+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
1946,2026-06-12T05:44:30+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.113,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
1947,2026-06-12T05:46:01+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.253,3,5,30148,US,,,True,179311300
1948,2026-06-12T05:46:01+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,47.873,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
1949,2026-06-12T05:46:09+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,25.448,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
1950,2026-06-12T05:46:11+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,131.43,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
