trace_id,hop,hop_ip,rtt_ms,hop_asn,hop_prefix,hop_country,hop_asn_name,is_private,is_timeout
58,7,202.142.167.148,3.226,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
83,1,192.168.100.1,0.27,,,,RFC1918,True,False
83,2,70.70.140.114,1.649,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
83,3,110.93.212.161,3.0,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
83,4,110.93.197.229,4.418,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
83,5,202.142.160.201,4.773,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
83,6,125.209.73.226,5.009,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
83,7,202.142.167.148,12.253,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
108,1,192.168.100.1,0.316,,,,RFC1918,True,False
108,2,70.70.140.114,1.476,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
108,3,110.93.212.161,2.454,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
108,4,110.93.197.229,2.883,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
108,5,202.142.160.201,2.731,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
108,6,125.209.73.226,3.103,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
108,7,202.142.167.148,3.188,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
133,1,192.168.100.1,0.36,,,,RFC1918,True,False
133,2,70.70.140.114,3.078,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
133,3,110.93.212.161,4.262,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
133,4,110.93.197.229,5.873,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
133,5,202.142.160.201,5.252,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
133,6,125.209.73.226,3.827,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
133,7,202.142.167.148,3.408,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
157,1,192.168.100.1,0.318,,,,RFC1918,True,False
157,2,70.70.140.114,1.632,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
157,3,110.93.212.161,2.054,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
157,4,110.93.197.229,2.857,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
157,5,202.142.160.201,2.455,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
157,6,125.209.73.226,2.883,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
157,7,202.142.167.148,3.066,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
182,1,192.168.100.1,0.285,,,,RFC1918,True,False
182,2,70.70.140.114,1.566,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
182,3,110.93.212.161,2.115,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
182,4,110.93.197.229,3.015,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
182,5,202.142.160.201,6.678,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
182,6,125.209.73.226,10.133,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
182,7,202.142.167.148,26.208,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
207,1,192.168.100.1,0.479,,,,RFC1918,True,False
207,2,70.70.140.114,1.8,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
207,3,110.93.212.161,2.441,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
207,4,110.93.197.229,3.551,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
207,5,202.142.160.201,2.729,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
207,6,125.209.73.226,3.065,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
207,7,202.142.167.148,3.093,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
232,1,192.168.100.1,0.311,,,,RFC1918,True,False
232,2,70.70.140.114,1.454,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
232,3,110.93.212.161,2.231,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
232,4,110.93.197.229,2.765,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
232,5,202.142.160.201,2.766,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
232,6,125.209.73.226,2.919,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
232,7,202.142.167.148,2.963,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
257,1,192.168.100.1,0.298,,,,RFC1918,True,False
257,2,70.70.140.114,15.278,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
257,3,110.93.212.161,12.273,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
257,4,110.93.197.229,12.264,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
257,5,202.142.160.201,16.793,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
257,6,125.209.73.226,19.908,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
257,7,202.142.167.148,22.531,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
282,1,192.168.100.1,0.299,,,,RFC1918,True,False
282,2,70.70.140.114,1.562,6327.0,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False
282,3,110.93.212.161,2.268,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
282,4,110.93.197.229,2.571,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
282,5,202.142.160.201,2.707,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
282,6,125.209.73.226,2.767,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
282,7,202.142.167.148,2.826,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
307,1,*,,,,,,False,True
307,2,*,,,,,,False,True
307,3,*,,,,,,False,True
307,4,*,,,,,,False,True
307,5,*,,,,,,False,True
307,255,*,,,,,,False,True
332,1,192.168.100.1,0.27,,,,RFC1918,True,False
332,2,70.70.107.20,1.539,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
332,3,110.93.212.161,2.362,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
332,4,110.93.197.229,2.573,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
332,5,202.142.160.201,2.459,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
332,6,125.209.73.226,2.721,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
332,7,202.142.167.148,2.703,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
356,1,192.168.100.1,0.301,,,,RFC1918,True,False
356,2,70.70.107.20,1.243,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
356,3,110.93.212.161,1.996,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
356,4,110.93.197.229,2.703,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
356,5,202.142.160.201,2.502,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
356,6,125.209.73.226,3.014,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
356,7,202.142.167.148,2.887,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
381,1,192.168.100.1,0.294,,,,RFC1918,True,False
381,2,70.70.107.20,1.332,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
381,3,110.93.212.161,2.085,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
381,4,110.93.197.229,2.567,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
381,5,202.142.160.201,2.345,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
381,6,125.209.73.226,2.812,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
381,7,202.142.167.148,2.611,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
406,1,192.168.100.1,0.342,,,,RFC1918,True,False
406,2,70.70.107.20,1.529,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
406,3,110.93.212.161,1.961,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
406,4,110.93.197.229,2.608,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
406,5,202.142.160.201,2.472,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
406,6,125.209.73.226,2.598,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
406,7,202.142.167.148,2.776,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
431,1,192.168.100.1,0.254,,,,RFC1918,True,False
431,2,70.70.107.20,1.51,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
431,3,110.93.212.161,2.003,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
431,4,110.93.197.229,2.575,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
431,5,202.142.160.201,2.346,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
431,6,125.209.73.226,2.705,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
431,7,202.142.167.148,2.7,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
456,1,192.168.100.1,0.317,,,,RFC1918,True,False
456,2,70.70.107.20,1.401,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
456,3,110.93.212.161,2.029,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
456,4,110.93.197.229,2.526,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
456,5,202.142.160.201,2.519,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
456,6,125.209.73.226,2.881,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
456,7,202.142.167.148,2.789,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
481,1,192.168.100.1,0.345,,,,RFC1918,True,False
481,2,70.70.107.20,1.388,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
481,3,110.93.212.161,1.992,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
481,4,110.93.197.229,2.746,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
481,5,202.142.160.201,2.515,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
481,6,125.209.73.226,2.82,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
481,7,202.142.167.148,2.834,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
505,1,192.168.100.1,0.299,,,,RFC1918,True,False
505,2,70.70.107.20,1.328,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
505,3,110.93.212.161,2.171,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
505,4,110.93.197.229,2.501,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
505,5,202.142.160.201,2.405,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
505,6,125.209.73.226,2.712,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
505,7,202.142.167.148,2.817,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
530,1,192.168.100.1,0.331,,,,RFC1918,True,False
530,2,70.70.107.20,1.508,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
530,3,110.93.212.161,1.89,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
530,4,110.93.197.229,2.623,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
530,5,202.142.160.201,2.466,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
530,6,125.209.73.226,2.952,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
530,7,202.142.167.148,2.829,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
554,1,192.168.100.1,0.274,,,,RFC1918,True,False
554,2,70.70.107.20,1.589,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
554,3,110.93.212.161,1.867,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
554,4,110.93.197.229,2.423,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
554,5,202.142.160.201,2.614,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
554,6,125.209.73.226,2.664,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
554,7,202.142.167.148,2.957,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
579,1,192.168.100.1,0.28,,,,RFC1918,True,False
579,2,70.70.107.20,1.388,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
579,3,110.93.212.161,2.136,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
579,4,110.93.197.229,2.397,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
579,5,202.142.160.201,2.486,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
579,6,125.209.73.226,2.925,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
579,7,202.142.167.148,2.659,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
603,1,192.168.100.1,0.311,,,,RFC1918,True,False
603,2,70.70.107.20,1.282,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
603,3,110.93.212.161,2.006,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
603,4,110.93.197.229,2.892,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
603,5,202.142.160.201,2.485,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
603,6,125.209.73.226,2.719,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
603,7,202.142.167.148,5.594,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
628,1,192.168.100.1,0.259,,,,RFC1918,True,False
628,2,70.70.107.20,1.342,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
628,3,110.93.212.161,2.132,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
628,4,110.93.197.229,2.499,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
628,5,202.142.160.201,2.688,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
628,6,125.209.73.226,5.775,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
628,7,202.142.167.148,10.053,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
652,1,192.168.100.1,0.275,,,,RFC1918,True,False
652,2,70.70.107.20,1.282,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
652,3,110.93.212.161,2.162,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
652,4,110.93.197.229,2.699,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
652,5,202.142.160.201,2.605,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
652,6,125.209.73.226,2.78,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
652,7,202.142.167.148,2.552,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
677,1,192.168.100.1,0.313,,,,RFC1918,True,False
677,2,70.70.107.20,24.847,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
677,3,110.93.212.161,4.767,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
677,4,110.93.197.229,5.883,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
677,5,202.142.160.201,3.726,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
677,6,125.209.73.226,2.94,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
677,7,202.142.167.148,2.757,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
701,1,192.168.100.1,0.295,,,,RFC1918,True,False
701,2,70.70.107.20,1.668,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
701,3,110.93.212.161,2.175,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
701,4,110.93.197.229,2.748,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
701,5,202.142.160.201,2.664,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
701,6,125.209.73.226,4.852,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
701,7,202.142.167.148,25.61,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
726,1,192.168.100.1,0.278,,,,RFC1918,True,False
726,2,70.70.107.20,3.827,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
726,3,110.93.212.161,3.118,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
726,4,110.93.197.229,7.576,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
726,5,202.142.160.201,7.068,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
726,6,125.209.73.226,11.343,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
726,7,202.142.167.148,26.713,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
750,1,192.168.100.1,0.322,,,,RFC1918,True,False
750,2,70.70.107.20,1.456,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
750,3,110.93.212.161,2.154,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
750,4,110.93.197.229,2.659,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
750,5,202.142.160.201,2.492,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
750,6,125.209.73.226,2.748,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
750,7,202.142.167.148,2.563,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
775,1,192.168.100.1,0.298,,,,RFC1918,True,False
775,2,70.70.107.20,11.908,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
775,3,110.93.212.161,14.832,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
775,4,110.93.197.229,16.325,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
775,5,202.142.160.201,14.593,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
775,6,125.209.73.226,18.408,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
775,7,202.142.167.148,39.267,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
